name,address,city,state,zip,telephone,type,county,lattitude,longitude,emergency,vaccination,dental,vision,pediatric,preventative
CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 EAST HOUSTON HIGHWAY,BEEVILLE,TX,78102,(361) 354-2125,GENERAL ACUTE CARE,BEE,28.40742754,-97.73154412,y,y,y,y,y,y
SETON MEDICAL CENTER HARKER HEIGHTS,850 WEST CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,(254) 680-6201,GENERAL ACUTE CARE,BELL,31.07260368,-97.68292543,y,y,y,y,y,y
THOMAS E. CREEK VA MEDICAL CENTER,6010 AMARILLO BLVD W,AMARILLO,TX,79106,(806) 355-9703,MILITARY,POTTER,35.20367399,-101.906694,y,y,y,y,n,y
ACUITY HOSPITAL OF SOUTH TEXAS,718 LEXINGTON AVENUE,SAN ANTONIO,TX,78212,(210) 572-4600,LONG TERM CARE,BEXAR,29.43763615,-98.49305967,n,n,n,n,n,y
BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,16088 SAN PEDRO,SAN ANTONIO,TX,78232,(210) 402-4092,GENERAL ACUTE CARE,BEXAR,29.58772294,-98.47345927,y,y,y,y,y,y
WEIMAR MEDICAL CENTER,400 YOUENS DRIVE,WEIMAR,TX,78962,(979) 725-8274,GENERAL ACUTE CARE,COLORADO,29.69450237,-96.78813415,y,y,y,y,y,y
BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,10811 TOWN CENTER DRIVE,SAN ANTONIO,TX,78232,(210) 572-0911,GENERAL ACUTE CARE,BEXAR,29.46171808,-98.68991382,y,y,y,y,y,y
CHILDREN'S HOSPITAL OF SAN ANTONIO,333 NORTH SANTA ROSA STREET,SAN ANTONIO,TX,78207,(210) 704-3907,CHILDREN,BEXAR,29.42803731,-98.49837581,y,y,y,y,y,n
CHRISTUS SANTA ROSA - MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,(210) 705-6021,GENERAL ACUTE CARE,BEXAR,29.51281257,-98.59013727,y,y,y,y,y,y
CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS,403 TREELINE PARKBUILDING 1,SAN ANTONIO,TX,78209,(210) 294-8000,GENERAL ACUTE CARE,BEXAR,29.50580177,-98.47604764,y,y,y,y,y,y
CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,11212 STATE HIGHWAY 151,SAN ANTONIO,TX,78251,(210) 703-8000,GENERAL ACUTE CARE,BEXAR,29.46673399,-98.69591046,y,y,y,y,y,y
BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,(210) 297-1020,GENERAL ACUTE CARE,BEXAR,29.43358894,-98.49264078,y,y,y,y,y,y
LIFECARE HOSPITALS OF SAN ANTONIO,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,78240,(210) 690-7000,LONG TERM CARE,BEXAR,29.52660024,-98.5896663,n,n,n,n,n,y
NIX HEALTH CARE SYSTEM,414 NAVARRO STREET,SAN ANTONIO,TX,78205,(210) 271-1800,GENERAL ACUTE CARE,BEXAR,29.42567199,-98.489416,y,y,y,y,y,y
KAHUKU MEDICAL CENTER,56-117  PUALALEA ST,KAHUKU,HI,96731,(808) 293-9221,LONG TERM CARE,HONOLULU,21.67656379,-157.9542967,n,n,n,n,n,y
KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,(808) 432-0000,GENERAL ACUTE CARE,HONOLULU,21.36324847,-157.8999275,y,y,y,y,y,y
KOHALA HOSPITAL,54-383  HOSPITAL RD,KAPAAU,HI,96755,(808) 889-6211,GENERAL ACUTE CARE,HAWAII,20.23251042,-155.7968292,y,y,y,y,y,y
KONA COMMUNITY HOSPITAL,79-1019  HAUKAPILA ST,KEALAKEKUA,HI,96750,(808) 322-9311,GENERAL ACUTE CARE,HAWAII,19.52003097,-155.91741,y,y,y,y,y,y
KUAKINI MEDICAL CENTER,347 NO KUAKINI ST,HONOLULU,HI,96817,(808) 536-2236,GENERAL ACUTE CARE,HONOLULU,21.32203997,-157.8569441,y,y,y,y,y,y
AUSTIN STATE HOSPITAL,4110 GUADALUPE STREET,AUSTIN,TX,78751,(512) 452-0381,PSYCHIATRIC,TRAVIS,30.30911532,-97.73510746,y,n,n,n,n,y
OCEANS BEHAVIORAL HOSPITAL OF ABILENE,4225 WOODS PLACE,ABILENE,TX,79602,(325) 698-6600,PSYCHIATRIC,TAYLOR,32.39999454,-99.73936666,y,n,n,n,n,y
SETON SHOAL CREEK HOSPITAL,3501 MILLS AVENUE,AUSTIN,TX,78731,(512) 324-2000,PSYCHIATRIC,TRAVIS,30.30592149,-97.74839994,y,n,n,n,n,y
AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,AUSTIN,TX,78705,(512) 544-5253,PSYCHIATRIC,TRAVIS,30.28852104,-97.72434617,y,n,n,n,n,y
MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,ARLINGTON,TX,76011,(817) 404-2287,PSYCHIATRIC,TARRANT,32.75085193,-97.11322999,y,n,n,n,n,y
CEDAR CREST HOSPITAL,3500 IH 35 SOUTH,BELTON,TX,76513,(254) 939-2100,PSYCHIATRIC,BELL,31.02135915,-97.47680697,y,n,n,n,n,y
BIG SPRING STATE HOSPITAL,1901 NORTH HIGHWAY 87,BIG SPRING,TX,79720,NOT AVAILABLE,PSYCHIATRIC,HOWARD,32.27052408,-101.4979116,y,n,n,n,n,y
ASPIRE BEHAVIORAL HEALTH OF CONROE,2006 SOUTH LOOP 336 WESTSUITE 500,CONROE,TX,78411,(936) 647-3500,PSYCHIATRIC,MONTGOMERY,30.28457402,-95.48004261,y,n,n,n,n,y
BAYVIEW BEHAVIORAL HOSPITAL,6629 WOOLDRIDGE,CORPUS CHRISTI,TX,78414,(361) 986-8200,PSYCHIATRIC,NUECES,27.68009299,-97.36048279,y,n,n,n,n,y
HICKORY TRAIL HOSPITAL,2000 NORTH OLD HICKORY TRAIL,DE SOTO,TX,75115,(972) 298-7323,PSYCHIATRIC,DALLAS,32.62823893,-96.86491473,y,n,n,n,n,y
UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY,DENTON,TX,76201,(940) 320-8100,PSYCHIATRIC,DENTON,33.2312854,-97.15644671,y,n,n,n,n,y
MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,TX,76208,(940) 239-3000,PSYCHIATRIC,DENTON,33.17579219,-97.08682238,y,n,n,n,n,y
EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,79905,NOT AVAILABLE,PSYCHIATRIC,EL PASO,31.77205182,-106.436115,y,n,n,n,n,y
EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVENUE,EL PASO,TX,79902,(915) 544-4000,PSYCHIATRIC,EL PASO,31.7803651,-106.4759534,y,n,n,n,n,y
GLEN OAKS HOSPITAL,301 EAST DIVISION ST.,GREENVILLE,TX,75402,(903) 454-6000,PSYCHIATRIC,HUNT,33.12369603,-96.08228748,y,n,n,n,n,y
RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,78551,NOT AVAILABLE,PSYCHIATRIC,CAMERON,26.16067855,-97.70704055,y,n,n,n,n,y
RIVERSIDE GENERAL HOSPITAL,3204 ENNIS STREET,HOUSTON,TX,77004,NOT AVAILABLE,PSYCHIATRIC,HARRIS,29.73091893,-95.36085286,y,n,n,n,n,y
HARRIS COUNTY PSYCHIATRIC CENTER,2800 SOUTH MACGREGOR WAY,HOUSTON,TX,77021,NOT AVAILABLE,PSYCHIATRIC,HARRIS,29.71201681,-95.37442375,y,n,n,n,n,y
WEST OAKS HOSPITAL.,6500 HORNWOOD DRIVE,HOUSTON,TX,77074,(713) 995-0909,PSYCHIATRIC,HARRIS,29.70925137,-95.498084,y,n,n,n,n,y
INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION,HOUSTON,TX,77090,(281) 893-7200,PSYCHIATRIC,HARRIS,30.02365626,-95.44027493,y,n,n,n,n,y
CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,(281) 586-7600,PSYCHIATRIC,HARRIS,30.0245794,-95.44534571,y,n,n,n,n,y
SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,(713) 796-2273,PSYCHIATRIC,HARRIS,29.69058843,-95.40108121,y,n,n,n,n,y
RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,17506 RED OAK DRIVE,HOUSTON,TX,77090,(281) 377-5070,PSYCHIATRIC,HARRIS,30.02680386,-95.44992884,y,n,n,n,n,y
HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER DRIVE,HOUSTON,TX,77080,(832) 834-7710,PSYCHIATRIC,HARRIS,29.82342556,-95.54631033,y,n,n,n,n,y
BEHAVIORAL HOSPITAL OF BELLAIRE,5314 DASHWOODSUITE 200 & 300,HOUSTON,TX,77081,(713) 600-9500,PSYCHIATRIC,HARRIS,29.70798221,-95.47341614,y,n,n,n,n,y
WESTBURY COMMUNITY HOSPITAL,6060 RICHMOND AVE# 380,HOUSTON,TX,77057,(713) 422-2609,PSYCHIATRIC,HARRIS,29.73221902,-95.48683064,y,n,n,n,n,y
KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,78028,NOT AVAILABLE,PSYCHIATRIC,KERR,30.04685502,-99.15625399,y,n,n,n,n,y
KINGWOOD PINES HOSPITAL,2001 LADBROOK DRIVE,KINGWOOD,TX,77339,(281) 404-1001,PSYCHIATRIC,HARRIS,30.04449762,-95.22998414,y,n,n,n,n,y
DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DRIVE,LEAGUE CITY,TX,77573,(281) 335-1000,PSYCHIATRIC,GALVESTON,29.5068356,-95.10672113,y,n,n,n,n,y
SUNRISE CANYON,1950 ASPEN AVENUE,LUBBOCK,TX,79408,(806) 740-1400,PSYCHIATRIC,LUBBOCK,33.57294164,-101.8075028,y,n,n,n,n,y
ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,2601 DIMMIT ROADFOURTH FLOOR,PLAINVIEW,TX,79072,(806) 296-9191,PSYCHIATRIC,HALE,34.20654009,-101.7325911,y,n,n,n,n,y
TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,6110 WEST PARKER ROAD,PLANO,TX,75093,NOT AVAILABLE,PSYCHIATRIC,COLLIN,33.04329279,-96.83509622,y,n,n,n,n,y
RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,RUSK,TX,75785,NOT AVAILABLE,PSYCHIATRIC,CHEROKEE,31.80838759,-95.15774878,y,n,n,n,n,y
RIVER CREST HOSPITAL,1636 HUNTERS GLEN ROAD,SAN ANGELO,TX,76901,(325) 949-5722,PSYCHIATRIC,TOM GREEN,31.44727436,-100.510233,y,n,n,n,n,y
SAN ANTONIO STATE HOSPITAL,6711 SOUTH NEW BRAUNFELSSUITE 100,SAN ANTONIO,TX,78223,NOT AVAILABLE,PSYCHIATRIC,BEXAR,29.36013837,-98.45815054,y,n,n,n,n,y
LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,TX,78259,(210) 491-9400,PSYCHIATRIC,BEXAR,29.60323065,-98.43788298,y,n,n,n,n,y
CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,SAN ANTONIO,TX,78229,(210) 616-0300,PSYCHIATRIC,BEXAR,29.52010675,-98.57619951,y,n,n,n,n,y
WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,1111 GALLAGHER ROAD,SHERMAN,TX,75090,(903) 870-7322,PSYCHIATRIC,GRAYSON,33.67387407,-96.60449109,y,n,n,n,n,y
TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,75160,NOT AVAILABLE,PSYCHIATRIC,KAUFMAN,32.74075986,-96.26274185,y,n,n,n,n,y
NORTH TEXAS STATE HOSPITAL,4730 COLLEGE DRIVE,VERNON,TX,76384,NOT AVAILABLE,PSYCHIATRIC,WILBARGER,34.15535295,-99.32598275,y,n,n,n,n,y
DEPAUL CENTER,301 LONDONDERRY DRIVE,WACO,TX,76702,(254) 776-5970,PSYCHIATRIC,MCLENNAN,31.5110022,-97.19839717,y,n,n,n,n,y
RED RIVER HOSPITAL,1505 8TH STREET,WICHITA FALLS,TX,76301,(940) 322-3171,PSYCHIATRIC,WICHITA,33.90630725,-98.50134063,y,n,n,n,n,y
TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,DALLAS,TX,75228,(214) 381-7181,PSYCHIATRIC,DALLAS,32.79183535,-96.71651281,y,n,n,n,n,y
AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78745,(512) 383-8939,PSYCHIATRIC,TRAVIS,30.21159597,-97.79237579,y,n,n,n,n,y
CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,75010,(972) 242-4114,PSYCHIATRIC,DENTON,33.04591729,-96.86860721,y,n,n,n,n,y
DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,TX,75115,(972) 982-0897,PSYCHIATRIC,DALLAS,32.6424243,-96.87476008,y,n,n,n,n,y
OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,615 CLINIC DRIVE,LONGVIEW,TX,75605,(318) 797-6785,PSYCHIATRIC,GREGG,32.53733451,-94.73455975,y,n,n,n,n,y
LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,TX,77429,(281) 516-6186,PSYCHIATRIC,HARRIS,30.02427992,-95.66277086,y,n,n,n,n,y
MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,CONROE,TX,77301,(936) 522-4200,PSYCHIATRIC,MONTGOMERY,30.33578279,-95.44511056,y,n,n,n,n,y
OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,3300 SOUTH FM 1788,MIDLAND,TX,79706,(432) 561-5915,PSYCHIATRIC,MIDLAND,31.92287504,-102.2221648,y,n,n,n,n,y
MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,TX,76123,(817) 292-4600,PSYCHIATRIC,TARRANT,32.6398134,-97.41289763,y,n,n,n,n,y
PAM REHABILITATION HOSPITAL OF CENTENNIAL HILLS,6166 N DURANGO DRIVE,LAS VAGAS,NV,89149,(725) 223-4100,REHABILITATION,CLARK,36.27513433,-115.2803555,y,y,n,n,n,y
OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,302 GLOBBERS KNOB ROAD,LUFKIN,TX,75902,(936) 632-2276,PSYCHIATRIC,ANGELINA,31.30707384,-94.74573876,y,n,n,n,n,y
SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,(817) 222-9191,PSYCHIATRIC,TARRANT,32.62799796,-97.17785112,y,n,n,n,n,y
TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,2717 TIBBETS DRIVE,BEDFORD,TX,76022,(817) 848-7771,PSYCHIATRIC,TARRANT,32.83458837,-97.12246905,y,n,n,n,n,y
THE MENNINGER CLINIC,12301 SOUTH MAIN STREET,HOUSTON,TX,77035,NOT AVAILABLE,PSYCHIATRIC,HARRIS,29.64637014,-95.45758019,y,n,n,n,n,y
METROPLEX PAVILION,2407 SOUTH CLEAR CREEK ROAD,KILLEN,TX,76549,(254) 519-8328,PSYCHIATRIC,BELL,31.11166531,-97.80274157,y,n,n,n,n,y
NIX BEHAVIORAL HEALTH CENTER,1975 BABCOCK RD,SAN ANTONIO,TX,78229,(210) 271-2188,PSYCHIATRIC,BEXAR,29.49964983,-98.57672949,y,n,n,n,n,y
SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL LLC,8550 HUEBNER ROAD,SAN ANTONIO,TX,78222,(210) 541-5300,PSYCHIATRIC,BEXAR,29.51629527,-98.60500128,y,n,n,n,n,y
ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77842,(979) 703-8848,PSYCHIATRIC,BRAZOS,30.58055046,-96.29257915,y,n,n,n,n,y
PALMS BEHAVIORAL HEALTH,613 VICTORIA LANE,HARLINGEN,TX,78550,(844) 601-4040,PSYCHIATRIC,CAMERON,26.16357422,-97.67216229,y,n,n,n,n,y
MEDICAL CENTER OF MCKINNEY - WYSONG CAMPUS,130 SOUTH CENTRAL EXPRESSWAY,MCKINNEY,TX,75070,(972) 548-5300,PSYCHIATRIC,COLLIN,33.19729748,-96.64053232,y,n,n,n,n,y
EATING RECOVERY CENTER,4708 ALLIANCE BOULEVARDTHIRD FLOOR,PLANO,TX,75093,(972) 479-5779,PSYCHIATRIC,COLLIN,33.01352063,-96.79205068,y,n,n,n,n,y
HOPEBRIDGE HOSPITAL,5556 GASMER,HOUSTON,TX,77035,(713) 422-2600,PSYCHIATRIC,HARRIS,29.65173635,-95.4777382,y,n,n,n,n,y
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,5680 FRISCO SQUARE BOULEVARD,FRISCO,TX,75034,(469) 535-8000,PSYCHIATRIC,COLLIN,33.15113861,-96.83785811,y,n,n,n,n,y
GARLAND BEHAVIORAL HOSPITAL,2300 MARIE CURIVE BLVD5TH FLOOR,GARLAND,TX,75042,(972) 487-5309,PSYCHIATRIC,DALLAS,32.91977573,-96.66210319,y,n,n,n,n,y
SUNDANCE HOSPITAL DALLAS,2696 W WALNUT ST,GARLAND,TX,75042,(469) 440-5566,PSYCHIATRIC,DALLAS,32.91329646,-96.67016005,y,n,n,n,n,y
WESTPARK SPRINGS,6902 S PEEK ROAD,RICHMOND,TX,77407,(832) 535-2770,PSYCHIATRIC,FORT BEND,29.69434022,-95.76104056,y,n,n,n,n,y
TMC BEHAVIORAL HEALTH CENTER,2601 CORNERSTONE DRIVE,SHERMAN,TX,75090,(903) 416-3000,PSYCHIATRIC,GRAYSON,33.66354355,-96.61335928,y,n,n,n,n,y
OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,TX,77450,(281) 492-8888,PSYCHIATRIC,HARRIS,29.7779641,-95.74854047,y,n,n,n,n,y
VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,5633,(802) 823-3300,PSYCHIATRIC,WASHINGTON,44.222624,-72.564716,y,n,n,n,n,y
BEHAVIORAL MEDICINE AT RENAISSANCE,5510 RAPHAEL DRIVE,EDINBURG,TX,78539,(956) 362-7293,PSYCHIATRIC,HIDALGO,26.25310267,-98.20115591,y,n,n,n,n,y
SOUTH TEXAS BEHAVIORAL HEALTH CENTER,2102 WEST TRENTON ROAD,EDINBURG,TX,78503,(956) 388-1300,PSYCHIATRIC,HIDALGO,26.26204925,-98.1903686,y,n,n,n,n,y
BAPTIST HOSPITALS OF SOUTHEAST TEXAS FANNIN BEHAVIORAL CENTER,3250 FANNIN,BEAUMONT,TX,77701,(409) 212-7000,PSYCHIATRIC,JEFFERSON,30.07290488,-94.12295454,y,n,n,n,n,y
THE PAVILIION,7201 EVANS,AMARILLO,TX,79106,(806) 354-1850,PSYCHIATRIC,POTTER,35.20065636,-101.9185355,y,n,n,n,n,y
EAST TEXAS MEDICAL CENTER BEHAVIORAL HEALTH CENTER,4101 UNIVERSITY BOULEVARD,TYLER,TX,75701,(903) 266-2253,PSYCHIATRIC,SMITH,32.31119781,-95.2487673,y,n,n,n,n,y
JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,1000 ST LOUIS AVENUE,FORTH WORTH,TX,76104,(817) 702-1088,PSYCHIATRIC,TARRANT,32.73393445,-97.32864083,y,n,n,n,n,y
CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,(512) 215-3900,PSYCHIATRIC,TRAVIS,30.338202,-97.67722948,y,n,n,n,n,y
TEXAS NEUROREHAB CENTER BEHAVIORAL,1106 WEST DITTMAR ROADBUILDING 1 & 15,AUSTIN,TX,78745,(512) 444-4835,PSYCHIATRIC,TRAVIS,30.18944156,-97.80627944,y,n,n,n,n,y
GEORGETOWN BEHAVIORAL HEALTH INSTITUE,3101 S AUSTIN AVE,GEORGETOWN,TX,78626,(512) 819-1100,PSYCHIATRIC,WILLIAMSON,30.61490177,-97.68063183,y,n,n,n,n,y
ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,TX,78626,(512) 819-9400,PSYCHIATRIC,WILLIAMSON,30.60604065,-97.67346489,y,n,n,n,n,y
NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,WICHITA FALLS,TX,76308,(940) 692-1220,PSYCHIATRIC,WICHITA,33.84582428,-98.52418343,y,n,n,n,n,y
CASA AMISTAD,1500 PAPPAS#664,LAREDO,TX,78041,(956) 794-3405,PSYCHIATRIC,WEBB,27.53697464,-99.47690542,y,n,n,n,n,y
KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,(808) 878-1221,GENERAL ACUTE CARE,MAUI,20.70140265,-156.3574296,y,y,y,y,y,y
LANAI COMMUNITY HOSPITAL,628 7TH ST,LANAI CITY,HI,96763,(808) 565-6411,SPECIAL,MAUI,20.82614245,-156.9178958,y,y,y,y,y,y
LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,(808) 733-8000,SPECIAL,HONOLULU,21.27325508,-157.8014934,y,y,y,y,y,y
MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,96793,(808) 442-5101,GENERAL ACUTE CARE,MAUI,20.88451359,-156.489331,y,y,y,y,y,y
MOLOKAI GENERAL HOSPITAL,280 HOME OLU PL,KAUNAKAKAI,HI,96748,(808) 553-5331,GENERAL ACUTE CARE,MAUI,21.09410802,-157.0172527,y,y,y,y,y,y
KAPIOLANI MEDICAL CENTER,1319 PUNAHOU ST,HONOLULU,HI,96826,(808) 983-6000,CHILDREN,HONOLULU,21.3003561,-157.8337365,y,y,y,y,y,n
NORTH HAWAII COMMUNITY HOSPITAL,67-1125 MAMALAHOA HWY,KAMUELA,HI,96743,(808) 885-4444,GENERAL ACUTE CARE,HAWAII,20.0223089,-155.6644209,y,y,y,y,y,y
PALI MOMI MEDICAL CENTER,98-1079  MOANALUA RD,AIEA,HI,96701,(808) 486-6000,GENERAL ACUTE CARE,HONOLULU,21.38347864,-157.9386956,y,y,y,y,y,y
QUEEN'S MEDICAL CENTER WEST,91-2141  FORT WEAVER RD,EWA BEACH,HI,96706,(808) 547-6011,GENERAL ACUTE CARE,HONOLULU,21.37234105,-158.0268153,y,y,y,y,y,y
QUEENS MEDICAL CENTER,1301 PUNCHBOWL STREET,HONOLULU,HI,96813,(808) 538-9011,GENERAL ACUTE CARE,HONOLULU,21.3080396,-157.8536385,y,y,y,y,y,y
REHABILITATION HOSPITAL OF THE PACIFIC,226 NO KUAKINI ST,HONOLULU,HI,96817,(808) 531-3511,REHABILITATION,HONOLULU,21.32141338,-157.8544936,y,y,n,n,n,y
SAMUEL MAHELONA  MEMORIAL HOSPITAL,4800 KAWAIHAU RD,KAPAA,HI,96746,(808) 822-4961,GENERAL ACUTE CARE,KAUAI,22.08782195,-159.3128754,y,y,y,y,y,y
HEALTHSOUTH REHABILITATION HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,(972) 308-8517,REHABILITATION,TAYLOR,32.37142823,-99.74384655,y,y,n,n,n,y
PAM REHABILITATION HOSPITAL OF ALLEN,1001 RAINTREE CIRCLE,ALLEN,TX,75013,(972) 908-2000,REHABILITATION,COLLIN,33.11307427,-96.6764303,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF ARLINGTON,3200 MATLOCK ROAD,ARLINGTON,TX,76015,(817) 468-4000,REHABILITATION,TARRANT,32.69377148,-97.11825624,y,y,n,n,n,y
ST. DAVID'S REHABILITATION CENTER,1005 EAST 32ND STREET,AUSTIN,TX,78705,(512) 544-5100,REHABILITATION,TRAVIS,30.28968932,-97.72498576,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,1215 RED RIVER,AUSTIN,TX,78701,NOT AVAILABLE,REHABILITATION,TRAVIS,30.2731284,-97.73411294,y,y,n,n,n,y
PAM REHABILITATION HOSPITAL OF BEAUMONT,3340 PLAZA 10 BOULEVARD,BEAUMONT,TX,77707,(409) 835-0835,REHABILITATION,JEFFERSON,30.07741791,-94.13788905,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF THE MID-CITIES,2304 STATE HIGHWAY 121,BEDFORD,TX,76021,(817) 870-2336,REHABILITATION,TARRANT,32.84533965,-97.1132574,y,y,n,n,n,y
KATE DISHMAN REHABILITATION HOSPITAL,2830 CALDER STREET6TH FLOOR SOUTH,BEAUMONT,TX,77702,(409) 899-8380,REHABILITATION,JEFFERSON,30.08690903,-94.13221625,y,y,n,n,n,y
VIBRA REHABILITATION HOSPITAL OF AMARILLO,7200 WEST 9TH STREET,AMARILLO,TX,79106,(806) 468-2900,REHABILITATION,POTTER,35.20670495,-101.920865,y,y,n,n,n,y
SOUTH TEXAS REHABILITATION HOSPITAL,425 EAST ALTON GLOOR BOULEVARD,BROWNSVILLE,TX,78526,(956) 554-6000,REHABILITATION,CAMERON,25.98064316,-97.51056022,y,y,n,n,n,y
CHI ST JOSEPH REHAB HOSPITAL,1600 JOSEPH DRIVE,BRYAN,TX,77802,(979) 821-7579,REHABILITATION,BRAZOS,30.65993299,-96.3507145,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL THE WOODLANDS,18550 INTERSTATE HIGHWAY 45 SOUTH,CONROE,TX,77304,(281) 364-2000,REHABILITATION,MONTGOMERY,30.18560374,-95.45446695,y,y,n,n,n,y
METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,75237,(972) 708-8600,REHABILITATION,DALLAS,32.64633778,-96.87102402,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN,DALLAS,TX,75230,NOT AVAILABLE,REHABILITATION,DALLAS,32.90107033,-96.77052204,y,y,n,n,n,y
SELECT REHABILITATION HOSPITAL OF DENTON,2620 SCRIPTURE STREET,DENTON,TX,76201,(940) 297-6500,REHABILITATION,DENTON,33.21994092,-97.16784483,y,y,n,n,n,y
HIGHLANDS REGIONAL REHABILITATION HOSPITAL,1395 GEORGE DIETER DRIVE,EL PASO,TX,79936,(915) 298-7222,REHABILITATION,EL PASO,31.73216973,-106.3030273,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF FORTH WORTH,1212 WEST LANCASTER,FORT WORTH,TX,76102,(817) 870-2336,REHABILITATION,TARRANT,32.747384,-97.3395734,y,y,n,n,n,y
HEALTHSOUTH CITY VIEW REHABILITATION HOSPITAL,6701 OAKMONT BOULEVARD,FORT WORTH,TX,76132,(817) 370-4700,REHABILITATION,TARRANT,32.6620118,-97.41279008,y,y,n,n,n,y
TIRR MEMORIAL HERMANN,1333 MOURSUND STREET,HOUSTON,TX,77030,(713) 799-5000,REHABILITATION,HARRIS,29.7093368,-95.39403896,y,y,n,n,n,y
HEALTHSOUTH REHABILITATION HOSPITAL OF HUMBLE,19002 MCKAY DRIVE,HUMBLE,TX,77338,(281) 446-6148,REHABILITATION,HARRIS,29.99373522,-95.2773293,y,y,n,n,n,y
